Recall	Precision
0.0	1.0
0.01	1.0
0.02	0.9629629629629629
0.03	0.9629629629629629
0.04	0.9629629629629629
0.05	0.9629629629629629
0.06	0.9629629629629629
0.07	0.9629629629629629
0.08	0.921875
0.09	0.921875
0.1	0.921875
0.11	0.921875
0.12	0.921875
0.13	0.921875
0.14	0.921875
0.15	0.921875
0.16	0.9024390243902439
0.17	0.9024390243902439
0.18	0.9024390243902439
0.19	0.9024390243902439
0.2	0.9024390243902439
0.21	0.8876404494382022
0.22	0.8736842105263158
0.23	0.8725490196078431
0.24	0.8725490196078431
0.25	0.8677685950413223
0.26	0.8677685950413223
0.27	0.8677685950413223
0.28	0.8677685950413223
0.29	0.8582677165354331
0.3	0.852112676056338
0.31	0.852112676056338
0.32	0.852112676056338
0.33	0.8493150684931506
0.34	0.8410596026490066
0.35000000000000003	0.8136645962732919
0.36	0.8132530120481928
0.37	0.8128654970760234
0.38	0.8103448275862069
0.39	0.8055555555555556
0.4	0.7956989247311828
0.41000000000000003	0.7857142857142857
0.42	0.7839195979899497
0.43	0.7767441860465116
0.44	0.7767441860465116
0.45	0.7767441860465116
0.46	0.7434782608695653
0.47000000000000003	0.7385892116182573
0.48	0.7385892116182573
0.49	0.7357723577235772
0.5	0.7325581395348837
0.51	0.7325581395348837
0.52	0.7283018867924528
0.53	0.717948717948718
0.54	0.7102473498233216
0.55	0.7073170731707317
0.56	0.6877076411960132
0.5700000000000001	0.685064935064935
0.58	0.680379746835443
0.59	0.6707317073170732
0.6	0.6617210682492581
0.61	0.6609195402298851
0.62	0.6609195402298851
0.63	0.6578249336870027
0.64	0.6578249336870027
0.65	0.6578249336870027
0.66	0.6578249336870027
0.67	0.6578249336870027
0.68	0.6570680628272252
0.6900000000000001	0.6521739130434783
0.7000000000000001	0.6475
0.71	0.6405867970660146
0.72	0.6365795724465558
0.73	0.633177570093458
0.74	0.6298850574712643
0.75	0.6196868008948546
0.76	0.6162280701754386
0.77	0.5954356846473029
0.78	0.5925925925925926
0.79	0.5792563600782779
0.8	0.5792563600782779
0.81	0.5634328358208955
0.8200000000000001	0.5600739371534196
0.8300000000000001	0.5501792114695341
0.84	0.543859649122807
0.85	0.5337837837837838
0.86	0.5282392026578073
0.87	0.5127388535031847
0.88	0.4954268292682927
0.89	0.493993993993994
0.9	0.4731638418079096
0.91	0.47058823529411764
0.92	0.45285524568393093
0.93	0.4479166666666667
0.9400000000000001	0.4278668310727497
0.9500000000000001	0.42700729927007297
0.96	0.4233055885850178
0.97	0.4072810011376564
0.98	0.0
0.99	0.0
1.0	0.0
