Recall	Precision
0.0	0.9999999999999998
0.01	0.8548387096774194
0.02	0.8548387096774194
0.03	0.8548387096774194
0.04	0.8548387096774194
0.05	0.8548387096774194
0.06	0.8548387096774194
0.07	0.8548387096774194
0.08	0.8548387096774194
0.09	0.8548387096774194
0.1	0.8548387096774194
0.11	0.8548387096774194
0.12	0.8548387096774194
0.13	0.8548387096774194
0.14	0.8548387096774194
0.15	0.8548387096774194
0.16	0.8548387096774194
0.17	0.8533333333333334
0.18	0.8533333333333334
0.19	0.8533333333333334
0.2	0.8461538461538461
0.21	0.8461538461538461
0.22	0.8461538461538461
0.23	0.8461538461538461
0.24	0.8461538461538461
0.25	0.8461538461538461
0.26	0.8461538461538461
0.27	0.8461538461538461
0.28	0.8453038674033149
0.29	0.8453038674033149
0.3	0.8453038674033149
0.31	0.8453038674033149
0.32	0.8453038674033149
0.33	0.8453038674033149
0.34	0.8453038674033149
0.35000000000000003	0.8453038674033149
0.36	0.8453038674033149
0.37	0.8453038674033149
0.38	0.8453038674033149
0.39	0.8453038674033149
0.4	0.8453038674033149
0.41000000000000003	0.8453038674033149
0.42	0.8453038674033149
0.43	0.8453038674033149
0.44	0.8453038674033149
0.45	0.8453038674033149
0.46	0.8453038674033149
0.47000000000000003	0.8453038674033149
0.48	0.837696335078534
0.49	0.837696335078534
0.5	0.8232323232323232
0.51	0.8208955223880597
0.52	0.8095238095238095
0.53	0.8093023255813954
0.54	0.8082191780821918
0.55	0.8063063063063063
0.56	0.8053097345132744
0.5700000000000001	0.8
0.58	0.8
0.59	0.7951807228915663
0.6	0.7951807228915663
0.61	0.7951807228915663
0.62	0.79296875
0.63	0.7849056603773585
0.64	0.7849056603773585
0.65	0.7843866171003717
0.66	0.7818181818181819
0.67	0.7777777777777778
0.68	0.7692307692307693
0.6900000000000001	0.7596153846153846
0.7000000000000001	0.7596153846153846
0.71	0.7596153846153846
0.72	0.7596153846153846
0.73	0.7596153846153846
0.74	0.7492260061919505
0.75	0.7439024390243902
0.76	0.743202416918429
0.77	0.7259475218658892
0.78	0.7220630372492837
0.79	0.7032967032967034
0.8	0.6931216931216931
0.81	0.6931216931216931
0.8200000000000001	0.6901041666666666
0.8300000000000001	0.6792929292929293
0.84	0.671604938271605
0.85	0.6610576923076923
0.86	0.6495327102803738
0.87	0.6170678336980306
0.88	0.59375
0.89	0.5783132530120482
0.9	0.0
0.91	0.0
0.92	0.0
0.93	0.0
0.9400000000000001	0.0
0.9500000000000001	0.0
0.96	0.0
0.97	0.0
0.98	0.0
0.99	0.0
1.0	0.0
